room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13783591,77919672,Private room,,Bendale (127),8,4.5,2,1.0,33.0,,43.763847,-79.258552,2017-03-12 13:20:02.912435
10339744,29882189,Private room,,Scarborough Village (139),1,0.0,2,1.0,38.0,,43.736745,-79.208217,2017-03-12 13:20:01.343957
16301568,106637065,Private room,,Guildwood (140),1,0.0,2,1.0,19.0,,43.753489,-79.184352,2017-03-12 13:20:00.109066
9332840,40609951,Private room,,Clairlea-Birchmount (120),1,0.0,2,1.0,37.0,,43.705858,-79.291735,2017-03-12 13:19:56.344946
8354053,8572794,Private room,,Niagara (82),37,5.0,1,1.0,34.0,,43.636804,-79.401886,2017-03-12 13:19:54.163883
12026734,64360243,Private room,,Niagara (82),26,4.5,2,1.0,38.0,,43.636917,-79.402413,2017-03-12 13:19:54.150271
16391914,1636451,Private room,,East End-Danforth (62),1,0.0,2,1.0,31.0,,43.689992,-79.294767,2017-03-12 13:19:52.785741
15890568,103064867,Private room,,Oakridge (121),0,0.0,1,1.0,23.0,,43.695891,-79.274568,2017-03-12 13:19:50.077874
14506498,89571041,Private room,,Taylor-Massey (61),2,0.0,1,1.0,23.0,,43.691266,-79.291396,2017-03-12 13:19:48.729043
13565465,77612887,Private room,,West Humber-Clairville (1),0,0.0,6,1.0,36.0,,43.723863,-79.619128,2017-03-12 13:19:34.549289
16671575,110289028,Private room,,West Humber-Clairville (1),0,0.0,6,1.0,31.0,,43.731526,-79.614331,2017-03-12 13:19:34.547087
17106988,37520003,Private room,,Willowridge-Martingrove-Richview (7),2,0.0,1,1.0,37.0,,43.6783,-79.563647,2017-03-12 13:19:33.389160
13451852,25374649,Private room,,Mount Dennis (115),0,0.0,2,1.0,23.0,,43.691121,-79.507437,2017-03-12 13:19:32.852887
12157556,9287141,Private room,,Eringate-Centennial-West Deane (11),34,5.0,2,1.0,38.0,,43.672021,-79.567785,2017-03-12 13:19:32.840540
9258704,37520003,Private room,,Willowridge-Martingrove-Richview (7),4,5.0,2,1.0,37.0,,43.677741,-79.565258,2017-03-12 13:19:32.838286
14127357,59824620,Private room,,Willowridge-Martingrove-Richview (7),3,5.0,1,1.0,31.0,,43.677388,-79.565142,2017-03-12 13:19:31.305004
8195020,43226728,Private room,,West Humber-Clairville (1),0,0.0,1,1.0,28.0,,43.723609,-79.600816,2017-03-12 13:19:31.289777
7163671,37520003,Private room,,Willowridge-Martingrove-Richview (7),10,4.5,2,1.0,37.0,,43.678261,-79.565157,2017-03-12 13:19:31.281177
14125959,59824620,Private room,,Willowridge-Martingrove-Richview (7),1,0.0,1,1.0,29.0,,43.677257,-79.565248,2017-03-12 13:19:30.683219
14127375,59824620,Private room,,Willowridge-Martingrove-Richview (7),2,0.0,2,1.0,34.0,,43.678102,-79.565481,2017-03-12 13:19:29.991948
8783708,45984571,Private room,,West Humber-Clairville (1),0,0.0,1,1.0,23.0,,43.734116,-79.608461,2017-03-12 13:19:29.974370
7289502,11774511,Private room,,Mount Olive-Silverstone-Jamestown (2),16,4.0,1,1.0,26.0,,43.728861,-79.581875,2017-03-12 13:19:29.970550
12072154,9287141,Private room,,Willowridge-Martingrove-Richview (7),25,5.0,2,1.0,38.0,,43.674264,-79.567174,2017-03-12 13:19:29.967853
10548951,37520003,Private room,,Willowridge-Martingrove-Richview (7),12,5.0,1,1.0,34.0,,43.677102,-79.565464,2017-03-12 13:19:28.704765
17366009,22155326,Private room,,Willowridge-Martingrove-Richview (7),0,0.0,1,1.0,31.0,,43.677667,-79.557201,2017-03-12 13:19:28.697657
14867566,65821818,Private room,,Kingsview Village-The Westway (6),6,5.0,2,1.0,23.0,,43.697077,-79.552757,2017-03-12 13:19:28.692179
13846262,81647165,Private room,,Thistletown-Beaumond Heights (3),15,4.5,2,1.0,25.0,,43.744113,-79.572219,2017-03-12 13:19:27.390038
14900985,93549252,Private room,,Rexdale-Kipling (4),1,0.0,2,1.0,38.0,,43.728235,-79.565952,2017-03-12 13:19:27.388115
12763570,59824620,Private room,,Willowridge-Martingrove-Richview (7),4,5.0,1,1.0,27.0,,43.677806,-79.566794,2017-03-12 13:19:27.379848
17381995,9283450,Private room,,West Humber-Clairville (1),0,0.0,1,1.0,27.0,,43.731398,-79.603494,2017-03-12 13:19:27.367736
14405226,65816045,Private room,,Kingsview Village-The Westway (6),23,4.5,2,1.0,25.0,,43.695199,-79.554341,2017-03-12 13:19:26.059581
14107052,54993460,Private room,,Willowridge-Martingrove-Richview (7),0,0.0,2,1.0,38.0,,43.685407,-79.567707,2017-03-12 13:19:26.057363
5078080,23091262,Private room,,Annex (95),81,5.0,2,1.0,54.0,,43.667464,-79.407214,2017-03-12 13:51:21.041583
8845708,6823955,Private room,,Cabbagetown-South St.James Town (71),18,5.0,1,1.0,61.0,,43.665022,-79.367572,2017-03-12 13:51:21.037838
9284160,48213151,Private room,,Lambton Baby Point (114),0,0.0,1,1.0,35.0,,43.652576,-79.498196,2017-03-12 13:19:24.839486
11054861,52697915,Private room,,Mount Dennis (115),0,0.0,1,1.0,26.0,,43.692,-79.500054,2017-03-12 13:19:24.831277
13113995,70756525,Private room,,Mount Dennis (115),1,0.0,1,1.0,37.0,,43.693687,-79.505763,2017-03-12 13:19:24.829081
11841761,63097604,Private room,,Lambton Baby Point (114),2,0.0,2,1.0,37.0,,43.663851,-79.5036,2017-03-12 13:19:24.826412
757217,3987499,Private room,,Runnymede-Bloor West Village (89),2,0.0,1,1.0,37.0,,43.662574,-79.484324,2017-03-12 13:19:24.823405
12112095,20867030,Private room,,Lambton Baby Point (114),2,0.0,1,1.0,31.0,,43.651342,-79.486272,2017-03-12 13:19:24.187664
13045855,183079,Private room,,Islington-City Centre West (14),25,5.0,2,1.0,38.0,,43.655188,-79.541733,2017-03-12 13:19:24.177358
15838981,58100203,Private room,,Rockcliffe-Smythe (111),0,0.0,1,1.0,29.0,,43.679065,-79.496178,2017-03-12 13:19:24.170765
15216666,88364954,Private room,,Kingsway South (15),2,0.0,1,1.0,31.0,,43.649211,-79.520415,2017-03-12 13:19:24.167025
4334415,22421100,Private room,,Rockcliffe-Smythe (111),9,5.0,1,1.0,28.0,,43.669601,-79.499158,2017-03-12 13:19:24.161656
9823699,50593863,Private room,,Rockcliffe-Smythe (111),0,0.0,2,1.0,38.0,,43.675621,-79.497279,2017-03-12 13:19:23.531214
7115098,37267151,Private room,,Humber Heights-Westmount (8),0,0.0,3,1.0,31.0,,43.685105,-79.517289,2017-03-12 13:19:23.519039
12909053,70756525,Private room,,Mount Dennis (115),2,0.0,1,1.0,34.0,,43.691964,-79.502415,2017-03-12 13:19:22.157590
15941444,103473189,Private room,,Humber Heights-Westmount (8),1,0.0,2,1.0,16.0,,43.683742,-79.525517,2017-03-12 13:19:22.154030
16997870,25000914,Private room,,Lambton Baby Point (114),2,0.0,2,2.0,31.0,,43.655456,-79.489001,2017-03-12 13:19:20.708389
6262561,21295708,Private room,,Weston (113),41,5.0,2,1.0,37.0,,43.702731,-79.515184,2017-03-12 13:19:20.703041
4318494,22421100,Private room,,Rockcliffe-Smythe (111),29,5.0,2,1.0,30.0,,43.669329,-79.5002,2017-03-12 13:19:20.698919
9142988,47612446,Private room,,Mount Dennis (115),0,0.0,2,1.0,38.0,,43.686367,-79.493729,2017-03-12 13:19:19.657704
15223090,87823046,Private room,,Runnymede-Bloor West Village (89),0,0.0,2,1.0,35.0,,43.663062,-79.485454,2017-03-12 13:19:19.642098
8521059,20867030,Private room,,Lambton Baby Point (114),0,0.0,1,1.0,39.0,,43.651966,-79.48669,2017-03-12 13:19:19.637113
16051491,7129360,Private room,,High Park North (88),0,0.0,2,1.0,37.0,,43.65619,-79.463842,2017-03-12 13:19:19.115446
13175637,7843571,Private room,,High Park North (88),4,5.0,2,1.0,37.0,,43.656448,-79.464709,2017-03-12 13:19:19.112778
16825436,111954306,Private room,,Junction Area (90),0,0.0,1,0.0,31.0,,43.666156,-79.47748,2017-03-12 13:19:19.108708
16603527,87823046,Private room,,Runnymede-Bloor West Village (89),10,4.5,2,1.0,22.0,,43.66321,-79.487239,2017-03-12 13:19:19.102784
13217332,54396867,Private room,,Stonegate-Queensway (16),0,0.0,1,1.0,31.0,,43.648119,-79.4937,2017-03-12 13:19:17.626952
17298302,20867030,Private room,,Lambton Baby Point (114),0,0.0,1,1.0,26.0,,43.652923,-79.486562,2017-03-12 13:19:17.621996
13824411,17440538,Private room,,Junction Area (90),1,0.0,2,1.0,38.0,,43.664613,-79.476931,2017-03-12 13:19:17.614770
10614513,54775263,Private room,,Runnymede-Bloor West Village (89),0,0.0,2,1.0,38.0,,43.658096,-79.48407,2017-03-12 13:19:17.604821
4604869,22737400,Private room,,Runnymede-Bloor West Village (89),27,5.0,2,1.0,38.0,,43.650108,-79.482871,2017-03-12 13:19:17.601498
16569331,17427785,Private room,,High Park-Swansea (87),3,5.0,2,1.0,34.0,,43.645054,-79.473177,2017-03-12 13:19:16.297066
4688053,2948789,Private room,,Junction Area (90),5,5.0,2,1.0,31.0,,43.665866,-79.467899,2017-03-12 13:19:16.290512
11602510,2763716,Private room,,High Park North (88),2,0.0,2,1.0,25.0,,43.661969,-79.471433,2017-03-12 13:19:14.684603
15535312,99933032,Private room,,High Park-Swansea (87),0,0.0,2,1.0,34.0,,43.645516,-79.48239,2017-03-12 13:19:14.679662
15253922,87823046,Private room,,Runnymede-Bloor West Village (89),0,0.0,1,1.0,22.0,,43.662504,-79.486992,2017-03-12 13:19:13.278984
5857536,22737400,Private room,,Runnymede-Bloor West Village (89),23,4.5,2,1.0,37.0,,43.649793,-79.48247,2017-03-12 13:19:13.270349
2158885,3583509,Private room,,Dufferin Grove (83),1,0.0,2,1.0,31.0,,43.652906,-79.429972,2017-03-12 13:19:07.054195
6912224,36223488,Private room,,Roncesvalles (86),0,0.0,1,1.0,38.0,,43.648722,-79.44604,2017-03-12 13:19:03.749245
1194984,6530148,Private room,,Roncesvalles (86),20,4.5,2,1.0,38.0,,43.645456,-79.441561,2017-03-12 13:19:01.159596
16808659,27075188,Private room,,South Parkdale (85),3,3.5,2,1.0,37.0,,43.638627,-79.440996,2017-03-12 13:18:58.833129
14834445,92796700,Private room,,Roncesvalles (86),8,4.5,2,1.0,40.0,,43.641117,-79.444794,2017-03-12 13:18:58.252197
9238886,35438481,Private room,,High Park-Swansea (87),71,4.5,2,1.0,29.0,,43.641135,-79.447817,2017-03-12 13:18:54.685962
11981409,51013345,Private room,,Annex (95),0,0.0,1,1.0,25.0,,43.668342,-79.407946,2017-03-12 13:18:47.571591
13361044,14475101,Private room,,Keelesdale-Eglinton West (110),1,0.0,1,1.0,16.0,,43.689254,-79.468274,2017-03-12 13:17:42.750476
13480355,14475101,Private room,,Keelesdale-Eglinton West (110),1,0.0,1,1.0,23.0,,43.688708,-79.467404,2017-03-12 13:17:41.928131
17559457,30659343,Private room,,Rockcliffe-Smythe (111),0,0.0,2,1.0,23.0,,43.676974,-79.476905,2017-03-12 13:17:41.908046
13238480,14475101,Private room,,Keelesdale-Eglinton West (110),3,5.0,1,1.0,20.0,,43.689481,-79.468455,2017-03-12 13:17:40.687392
7493591,15936131,Private room,,Keelesdale-Eglinton West (110),72,4.5,1,1.0,20.0,,43.689597,-79.470246,2017-03-12 13:17:40.673648
14235226,86560233,Private room,,Forest Hill North (102),0,0.0,2,1.0,23.0,,43.703443,-79.416531,2017-03-12 13:17:36.638118
12223488,7992575,Private room,,Forest Hill South (101),1,0.0,2,1.0,31.0,,43.702683,-79.417138,2017-03-12 13:17:36.631380
15706602,772882,Private room,,Keelesdale-Eglinton West (110),1,0.0,2,1.0,31.0,,43.682767,-79.464948,2017-03-12 13:17:26.716538
6914513,3594832,Private room,,Junction Area (90),10,5.0,2,1.0,38.0,,43.673241,-79.475775,2017-03-12 13:17:26.698996
3652172,18470285,Private room,,Runnymede-Bloor West Village (89),54,5.0,1,1.0,40.0,,43.652012,-79.484646,2017-03-12 13:17:20.724882
15160986,96172852,Private room,,High Park North (88),2,0.0,2,1.0,27.0,,43.652838,-79.475782,2017-03-12 13:17:19.653490
7699024,40426472,Private room,,Runnymede-Bloor West Village (89),9,4.5,1,1.0,20.0,,43.663351,-79.482385,2017-03-12 13:17:19.645286
7179056,37609482,Private room,,High Park North (88),48,4.5,2,1.0,25.0,,43.656184,-79.462056,2017-03-12 13:17:17.662794
17101897,10521493,Private room,,High Park North (88),0,0.0,2,1.0,31.0,,43.654173,-79.467915,2017-03-12 13:17:17.660343
10340303,1195327,Private room,,High Park North (88),20,5.0,2,1.0,34.0,,43.654462,-79.466061,2017-03-12 13:17:17.643730
16830135,14903181,Private room,,High Park North (88),2,0.0,2,1.0,38.0,,43.657013,-79.470107,2017-03-12 13:17:15.650003
13998238,83616112,Private room,,Downsview-Roding-CFB (26),5,4.5,1,1.0,21.0,,43.722983,-79.503451,2017-03-12 13:17:07.973158
5980340,699421,Private room,,Weston (113),2,0.0,2,1.0,23.0,,43.699386,-79.5164,2017-03-12 13:17:07.970356
15659682,76132682,Private room,,Weston (113),4,5.0,2,1.0,23.0,,43.704904,-79.527251,2017-03-12 13:17:07.961238
683293,3482429,Private room,,Humbermede (22),37,5.0,1,1.0,34.0,,43.74979,-79.548962,2017-03-12 13:17:06.716355
16965378,113468194,Private room,,Kingsview Village-The Westway (6),2,0.0,2,1.0,27.0,,43.696903,-79.549224,2017-03-12 13:17:06.691495
9151259,42166282,Private room,,Briar Hill-Belgravia (108),4,5.0,1,1.0,19.0,,43.701399,-79.444275,2017-03-12 13:17:05.035151
6416158,31621941,Private room,,Yorkdale-Glen Park (31),0,0.0,1,1.0,34.0,,43.707381,-79.465199,2017-03-12 13:17:05.032528
6415622,31621941,Private room,,Yorkdale-Glen Park (31),0,0.0,1,1.0,34.0,,43.705638,-79.465162,2017-03-12 13:16:56.047298
12918527,70860937,Private room,,Downsview-Roding-CFB (26),7,4.0,2,1.0,34.0,,43.726041,-79.522416,2017-03-12 13:16:56.040959
8270685,15620197,Private room,,Junction Area (90),3,4.5,1,1.0,20.0,,43.661631,-79.479118,2017-03-12 13:16:56.035565
17026048,114204531,Private room,,Rockcliffe-Smythe (111),0,0.0,4,1.0,25.0,,43.679436,-79.485374,2017-03-12 13:16:54.678365
5110748,26267525,Private room,,Weston (113),7,5.0,2,1.0,27.0,,43.705001,-79.5171,2017-03-12 13:16:53.286608
13120464,70756525,Private room,,Mount Dennis (115),3,5.0,2,1.0,37.0,,43.693386,-79.505712,2017-03-12 13:16:53.277484
7318254,38338960,Private room,,Junction Area (90),6,4.5,2,1.0,34.0,,43.664791,-79.468932,2017-03-12 13:16:53.274202
15181095,94968193,Private room,,Downsview-Roding-CFB (26),3,5.0,1,1.0,36.0,,43.727859,-79.522204,2017-03-12 13:16:52.588020
17235493,50439807,Private room,,Lambton Baby Point (114),0,0.0,2,1.0,16.0,,43.660468,-79.497269,2017-03-12 13:16:52.572349
12335884,35965162,Private room,,Rockcliffe-Smythe (111),4,5.0,2,1.0,20.0,,43.680223,-79.474298,2017-03-12 13:16:52.566813
3921998,20315553,Private room,,Weston (113),47,5.0,4,1.0,38.0,,43.705258,-79.528482,2017-03-12 13:16:51.911224
8581077,2696738,Private room,,Brookhaven-Amesbury (30),2,0.0,2,1.0,38.0,,43.69765,-79.502704,2017-03-12 13:16:51.908406
7241897,37559339,Private room,,Humber Heights-Westmount (8),33,4.5,1,1.0,23.0,,43.69296,-79.519882,2017-03-12 13:16:51.902771
2956154,15088617,Private room,,Rockcliffe-Smythe (111),9,5.0,1,1.0,23.0,,43.671583,-79.495683,2017-03-12 13:16:51.893875
4334385,22421100,Private room,,Rockcliffe-Smythe (111),5,5.0,1,1.0,30.0,,43.669497,-79.499492,2017-03-12 13:16:51.885815
16351311,107066538,Private room,,Pelmo Park-Humberlea (23),1,0.0,1,1.0,31.0,,43.717957,-79.532635,2017-03-12 13:16:50.628239
10997366,52697915,Private room,,Mount Dennis (115),1,0.0,2,1.0,23.0,,43.690107,-79.499301,2017-03-12 13:16:50.602848
11127352,47410932,Private room,,Junction Area (90),10,4.5,1,1.0,34.0,,43.666503,-79.469053,2017-03-12 13:16:49.391398
8371489,9888132,Private room,,Willowridge-Martingrove-Richview (7),3,5.0,1,1.0,23.0,,43.68505,-79.53194,2017-03-12 13:16:49.384579
16560118,109060407,Private room,,Keelesdale-Eglinton West (110),1,0.0,2,1.0,31.0,,43.684926,-79.466247,2017-03-12 13:16:49.372185
15231956,94623850,Private room,,Junction Area (90),2,0.0,2,1.0,38.0,,43.672018,-79.474544,2017-03-12 13:16:48.629750
8274135,43629326,Private room,,Humber Heights-Westmount (8),3,5.0,1,1.0,25.0,,43.69179,-79.518524,2017-03-12 13:16:48.625261
8173186,39862356,Private room,,High Park North (88),27,5.0,2,1.0,37.0,,43.658471,-79.475683,2017-03-12 13:16:48.604031
9648319,12738823,Private room,,York University Heights (27),25,5.0,2,1.0,26.0,,43.752076,-79.493364,2017-03-12 13:16:46.501413
15839259,58100203,Private room,,Rockcliffe-Smythe (111),0,0.0,1,1.0,29.0,,43.679776,-79.495634,2017-03-12 13:16:45.940308
7699522,40426472,Private room,,Runnymede-Bloor West Village (89),13,4.5,2,1.0,31.0,,43.662852,-79.481995,2017-03-12 13:16:45.938005
13824504,17440538,Private room,,Junction Area (90),7,4.5,1,1.0,31.0,,43.666142,-79.478522,2017-03-12 13:16:45.920412
15268117,9888132,Private room,,Willowridge-Martingrove-Richview (7),7,4.5,1,1.0,23.0,,43.685783,-79.532083,2017-03-12 13:16:45.914495
15000824,37559339,Private room,,Humber Heights-Westmount (8),0,0.0,1,1.0,23.0,,43.693609,-79.519774,2017-03-12 13:16:45.313937
13348509,14475101,Private room,,Keelesdale-Eglinton West (110),2,0.0,1,1.0,23.0,,43.688202,-79.466745,2017-03-12 13:16:45.310754
17118597,105354890,Private room,,Humber Heights-Westmount (8),2,0.0,1,1.0,27.0,,43.685757,-79.518134,2017-03-12 13:16:44.807000
9590944,49641577,Private room,,Glenfield-Jane Heights (25),60,4.5,2,1.0,31.0,,43.746237,-79.51405,2017-03-12 13:16:44.786924
16118248,105060226,Private room,,Brookhaven-Amesbury (30),0,0.0,1,1.0,23.0,,43.699622,-79.502192,2017-03-12 13:16:43.639766
13150225,73207318,Private room,,Humber Heights-Westmount (8),9,4.5,2,1.0,33.0,,43.685664,-79.513874,2017-03-12 13:16:43.635021
15130693,87823046,Private room,,Runnymede-Bloor West Village (89),2,0.0,2,1.0,29.0,,43.664576,-79.487466,2017-03-12 13:16:43.630930
16963173,103061751,Private room,,Rockcliffe-Smythe (111),0,0.0,2,1.0,25.0,,43.680111,-79.498786,2017-03-12 13:16:41.905762
17591815,79169652,Private room,,Rockcliffe-Smythe (111),1,0.0,2,1.0,34.0,,43.680911,-79.475713,2017-03-12 13:16:41.895113
17656576,30659343,Private room,,Rockcliffe-Smythe (111),0,0.0,1,1.0,16.0,,43.67903,-79.478251,2017-03-12 13:16:41.356422
2532636,6395105,Private room,,Little Portugal (84),19,4.5,2,1.0,40.0,,43.64685,-79.429696,2017-03-12 13:16:39.647605
812922,3431521,Private room,,Roncesvalles (86),47,5.0,2,1.0,34.0,,43.641415,-79.439516,2017-03-12 13:16:38.312905
5868688,14327586,Private room,,South Parkdale (85),24,4.5,2,1.0,34.0,,43.637747,-79.445457,2017-03-12 13:16:36.960529
14713151,8095828,Private room,,Dovercourt-Wallace Emerson-Junction (93),1,0.0,1,1.0,38.0,,43.659391,-79.444391,2017-03-12 13:16:36.952094
2115948,782726,Private room,,High Park-Swansea (87),14,5.0,2,1.0,38.0,,43.648012,-79.451577,2017-03-12 13:16:36.222088
8357937,44054518,Private room,,High Park North (88),0,0.0,1,1.0,38.0,,43.660494,-79.45882,2017-03-12 13:16:35.374285
12002025,1901316,Private room,,High Park North (88),8,5.0,1,1.0,31.0,,43.655847,-79.454815,2017-03-12 13:16:35.354932
6716459,29829351,Private room,,Roncesvalles (86),18,5.0,2,1.0,31.0,,43.640493,-79.43755,2017-03-12 13:16:35.351580
15814751,8005678,Private room,,High Park-Swansea (87),0,0.0,2,1.0,34.0,,43.647706,-79.450902,2017-03-12 13:16:34.694169
6987461,15110858,Private room,,High Park North (88),12,5.0,1,1.0,34.0,,43.654891,-79.463554,2017-03-12 13:16:32.147628
8815526,17412262,Private room,,High Park-Swansea (87),41,5.0,2,1.0,25.0,,43.653286,-79.4594,2017-03-12 13:16:31.592618
6676320,34942887,Private room,,High Park North (88),0,0.0,1,1.0,27.0,,43.655976,-79.455576,2017-03-12 13:16:30.433856
11235526,10016553,Private room,,Kensington-Chinatown (78),1,0.0,1,1.0,31.0,,43.654894,-79.401179,2017-03-12 13:16:26.714921
12054209,63153989,Private room,,Little Portugal (84),18,5.0,2,1.0,37.0,,43.651715,-79.433282,2017-03-12 13:16:22.915575
15137514,28404168,Private room,,Roncesvalles (86),1,0.0,2,1.0,28.0,,43.644637,-79.434758,2017-03-12 13:16:22.905153
3438572,8858716,Private room,,South Parkdale (85),50,4.5,2,1.0,31.0,,43.63979,-79.436357,2017-03-12 13:16:21.701982
4532426,7207934,Private room,,Little Portugal (84),29,4.5,1,1.0,25.0,,43.641657,-79.422544,2017-03-12 13:16:13.528555
4630485,12439400,Private room,,Dovercourt-Wallace Emerson-Junction (93),2,0.0,2,1.0,16.0,,43.662791,-79.449288,2017-03-12 13:16:09.639573
16661652,110177390,Private room,,Weston-Pellam Park (91),0,0.0,2,2.0,35.0,,43.670835,-79.46316,2017-03-12 13:16:08.289608
13826962,71712947,Private room,,High Park North (88),13,4.5,2,1.0,34.0,,43.660668,-79.461461,2017-03-12 13:16:07.673900
11115052,6918591,Private room,,Weston-Pellam Park (91),2,0.0,2,1.0,26.0,,43.677709,-79.462916,2017-03-12 13:16:07.054347
12654056,5532879,Private room,,Keelesdale-Eglinton West (110),6,5.0,2,1.0,33.0,,43.68318,-79.461885,2017-03-12 13:16:05.904437
13156332,70853615,Private room,,Weston-Pellam Park (91),20,5.0,2,1.0,23.0,,43.670791,-79.459916,2017-03-12 13:16:02.791807
9997028,36008582,Private room,,Weston-Pellam Park (91),23,5.0,1,1.0,23.0,,43.677947,-79.461062,2017-03-12 13:16:02.779932
7629302,40022026,Private room,,Annex (95),0,0.0,1,1.0,38.0,,43.671258,-79.403225,2017-03-12 13:16:02.096265
354080,1792618,Private room,,High Park North (88),1,0.0,1,1.0,25.0,,43.657199,-79.455843,2017-03-12 13:15:51.837493
14531297,30471370,Private room,,Dovercourt-Wallace Emerson-Junction (93),11,5.0,2,1.0,21.0,,43.665346,-79.45628,2017-03-12 13:15:49.048282
11651159,4121903,Private room,,Dufferin Grove (83),0,0.0,1,1.0,38.0,,43.658421,-79.430132,2017-03-12 13:15:45.137425
13467211,77011015,Private room,,High Park North (88),2,0.0,1,1.0,28.0,,43.6572,-79.457684,2017-03-12 13:15:41.010730
8720802,4716622,Private room,,Kensington-Chinatown (78),0,0.0,1,1.0,31.0,,43.657143,-79.403032,2017-03-12 13:15:33.247435
4216466,9291897,Private room,,Trinity-Bellwoods (81),0,0.0,2,1.0,34.0,,43.648165,-79.420346,2017-03-12 13:15:32.558454
15325858,37631220,Private room,,Trinity-Bellwoods (81),4,5.0,2,1.0,37.0,,43.655033,-79.41906,2017-03-12 13:15:30.746995
8000781,15855576,Private room,,Niagara (82),92,4.5,3,1.0,38.0,,43.641191,-79.414976,2017-03-12 13:15:25.949954
11240761,58571799,Private room,,Waterfront Communities-The Island (77),1,0.0,2,1.0,41.0,,43.64163,-79.394932,2017-03-12 13:15:22.010705
13325794,24075144,Private room,,Waterfront Communities-The Island (77),1,0.0,2,1.0,38.0,,43.637597,-79.389745,2017-03-12 13:15:21.997708
13505373,12204803,Private room,,Waterfront Communities-The Island (77),1,0.0,3,1.0,37.0,,43.63932,-79.387097,2017-03-12 13:15:21.396040
14312714,59106099,Private room,,Waterfront Communities-The Island (77),0,0.0,2,1.0,31.0,,43.641229,-79.382319,2017-03-12 13:15:21.393821
16200716,105809407,Private room,,Waterfront Communities-The Island (77),2,0.0,2,1.0,26.0,,43.638257,-79.389941,2017-03-12 13:15:19.655972
13909364,82494471,Private room,,Moss Park (73),14,4.5,2,1.0,34.0,,43.655802,-79.365224,2017-03-12 13:15:18.044186
16443051,103843653,Private room,,Trinity-Bellwoods (81),0,0.0,1,1.0,31.0,,43.644733,-79.418238,2017-03-12 13:15:01.525108
16841329,9349522,Private room,,Palmerston-Little Italy (80),0,0.0,2,1.0,27.0,,43.65679,-79.415112,2017-03-12 13:15:01.510108
1173867,1241733,Private room,,Caledonia-Fairbank (109),23,5.0,4,1.0,27.0,,43.688648,-79.458767,2017-03-12 13:14:49.035330
9584041,49610508,Private room,,Humewood-Cedarvale (106),0,0.0,1,1.0,23.0,,43.687549,-79.420312,2017-03-12 13:14:48.164384
13642330,29730989,Private room,,Briar Hill-Belgravia (108),5,5.0,1,1.0,20.0,,43.697016,-79.454385,2017-03-12 13:14:46.804293
13680908,29730989,Private room,,Briar Hill-Belgravia (108),1,0.0,1,1.0,20.0,,43.694902,-79.453878,2017-03-12 13:14:45.940525
6622129,2246391,Private room,,Mount Pleasant West (104),4,5.0,1,1.0,38.0,,43.701576,-79.391978,2017-03-12 13:14:40.657893
15769142,101814389,Private room,,Englemount-Lawrence (32),1,0.0,1,1.0,23.0,,43.710135,-79.437179,2017-03-12 13:14:02.994921
13688001,79351799,Private room,,South Riverdale (70),9,5.0,2,1.0,38.0,,43.666032,-79.342347,2017-03-12 13:13:49.893336
13020370,50236115,Private room,,Downsview-Roding-CFB (26),5,3.5,2,1.0,24.0,,43.72562,-79.480586,2017-03-12 13:13:37.028555
14154796,58851850,Private room,,Clanton Park (33),0,0.0,2,1.0,38.0,,43.740163,-79.437398,2017-03-12 13:13:37.023788
14858182,288870,Private room,,Clanton Park (33),6,5.0,2,1.0,38.0,,43.734651,-79.448503,2017-03-12 13:13:37.021746
7798980,38357967,Private room,,Downsview-Roding-CFB (26),17,4.5,2,1.0,33.0,,43.737633,-79.491317,2017-03-12 13:13:36.344823
13959549,20728540,Private room,,York University Heights (27),0,0.0,1,1.0,34.0,,43.763058,-79.494936,2017-03-12 13:13:36.339944
11825932,62995040,Private room,,Downsview-Roding-CFB (26),4,4.5,1,1.0,27.0,,43.750699,-79.460284,2017-03-12 13:13:35.712286
17382855,117485609,Private room,,Glenfield-Jane Heights (25),0,0.0,1,1.0,23.0,,43.747968,-79.510442,2017-03-12 13:13:35.696686
16971613,33531860,Private room,,Pelmo Park-Humberlea (23),0,0.0,2,1.0,27.0,,43.732916,-79.535547,2017-03-12 13:13:35.690541
11188165,43659984,Private room,,Willowdale East (51),12,5.0,2,1.0,31.0,,43.766815,-79.410051,2017-03-12 13:13:20.226810
15468204,34923827,Private room,,Willowdale East (51),0,0.0,1,1.0,38.0,,43.767889,-79.402248,2017-03-12 13:13:20.220851
7602191,39443844,Private room,,Newtonbrook West (36),0,0.0,1,1.0,38.0,,43.791204,-79.444542,2017-03-12 13:13:20.208360
16578912,45723943,Private room,,Briar Hill-Belgravia (108),0,0.0,1,1.0,18.0,,43.700866,-79.452319,2017-03-12 13:12:46.725666
4747093,2226351,Private room,,York University Heights (27),0,0.0,1,1.0,31.0,,43.75131,-79.46336,2017-03-12 13:12:46.721851
9996848,36008582,Private room,,Weston-Pellam Park (91),34,4.5,2,1.0,16.0,,43.677009,-79.46082,2017-03-12 13:12:45.847283
15890211,103061751,Private room,,Rockcliffe-Smythe (111),1,0.0,2,1.0,24.0,,43.680235,-79.497883,2017-03-12 13:12:45.822719
